"PSC.0228"	"PSC.0187"	"PSC.0188"	"PSC.0174"	"PSC.0190"	"PSC.0231"	"PSC.0230"	"PSC.0219"	"PSC.0177"	"PSC.0186"	"PSC.0209"	"PSC.0203"
"g8028.t1"	1000	878	1056	1153	520	434	2831	1991	2068	2147	1594	2294
"g20619.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g21426.t1"	30	8	0	0	0	0	0	0	0	0	0	6
"g19216.t1"	207	171	157	261	86	71	480	428	321	401	306	267
"g3185.t1"	294	407	4164	6	57	3948	64	73	379	103	265	192
"g5630.t1"	7	25	0	0	0	17	67	42	40	61	78	52
"g6299.t1"	222	29	859	79	36	364	0	145	274	14	251	152
"g17212.t1"	10	12	11	8	7	5	25	18	8	17	0	23
"g6503.t1"	28	138	272	4	0	471	0	8	56	0	28	40
"g10324.t1"	6	19	0	0	5	0	13	2	0	0	11	0
"g17391.t1"	0	13	89	0	0	178	0	0	15	0	19	5
"g23280.t1"	155	206	104	104	139	64	100	67	88	67	0	41
"g2927.t1"	45	22	56	36	18	51	50	76	40	18	0	33
"g3044.t1"	31	48	12	15	42	41	31	33	8	18	0	10
"g7455.t1"	43	74	134	53	0	22	585	546	288	165	256	344
"g14882.t1"	2998	2308	1788	3236	2651	2881	2245	1628	1876	2348	1194	2077
"g13383.t1"	1111	789	1119	1703	911	555	976	381	601	541	845	490
"g13383.t2"	2444	1918	1391	2236	2028	2145	2179	901	1003	1070	1364	546
"g6501.t1"	44	82	35	0	7	5	0	0	1	0	0	11
"g8967.t1"	9	12	10	0	0	2	1	2	0	0	0	10
"g12252.t1"	351	276	287	311	197	258	924	529	451	617	882	395
"g11745.t1"	108	115	208	79	5	244	223	86	83	99	53	116
"g13192.t1"	16	45	29	22	12	7	76	41	21	53	0	50
"g460.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g12277.t1"	33	36	29	28	4	5	245	47	91	44	108	110
"g11953.t1"	212	200	134	225	73	137	656	589	435	587	340	407
"g20083.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g13947.t1"	156	286	319	44	72	667	774	529	470	956	694	569
"g24084.t1"	54	62	65	81	16	12	150	137	177	216	94	118
"g4604.t1"	25	128	50	5	0	0	84	87	32	40	41	32
"g12275.t1"	371	333	288	359	159	219	410	302	404	398	347	393
"g18858.t1"	72	60	72	104	7	52	211	136	93	132	140	75
"g3970.t1"	9	7	3	12	0	1	27	17	50	15	17	19
"g21116.t1"	1302	985	874	1003	547	1055	1244	1386	539	1078	1580	866
"g5330.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g19718.t2"	314	403	701	296	267	525	1071	553	674	712	685	543
"g5935.t1"	182	95	252	45	146	258	672	504	151	688	666	462
"g462.t1"	0	0	52	0	0	50	0	11	16	0	0	23
"g18338.t1"	125	54	287	40	0	242	113	11	45	20	17	124
"g13945.t1"	1045	885	861	402	325	548	1388	238	243	280	199	215
"g11951.t1"	53	652	2933	4	25	2851	0	28	189	4	25	61
"g23265.t1"	0	0	4	0	0	0	0	0	0	0	0	0
"g17210.t1"	273	272	403	174	199	169	846	546	256	614	167	534
"g17051.t1"	59	71	70	32	40	12	42	54	44	112	14	17
"g1111.t2"	0	0	0	0	0	0	0	0	0	0	0	0
"g14985.t1"	607	551	382	613	369	225	1787	1186	1103	1119	673	437
"g16407.t1"	865	630	578	1516	660	366	1359	1392	1211	1089	844	954
"g13395.t1"	204	181	161	216	65	195	832	944	665	794	541	639
"g3309.t1"	0	2	0	0	0	0	3	0	0	0	0	0
"g5332.t1"	1	2	0	0	1	6	3	2	2	0	3	5
"g17053.t1"	45	82	45	20	21	24	199	149	120	55	138	67
"g1506.t1"	1	3	2	0	0	0	11	1	0	0	0	0
"g6139.t2"	0	43	32	0	0	0	61	0	0	0	0	0
"g6139.t1"	39	68	102	11	14	36	81	26	11	36	24	59
"g13270.t1"	45	76	46	12	20	32	51	39	33	42	0	55
"g21589.t1"	308	226	138	243	413	223	426	532	162	383	471	249
"g18579.t1"	187	249	159	126	52	128	1318	720	522	978	721	713
"g12296.t1"	400	101	462	302	352	321	3411	2333	1516	2478	1586	2076
"g8965.t1"	7	27	0	0	0	10	0	0	4	0	0	3
"g10306.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g5311.t1"	18	5	0	0	13	0	0	6	8	0	2	2
"g16881.t1"	2076	1539	1398	554	1297	1980	1493	623	669	843	808	822
"g304.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g2334.t1"	8	4	2	4	20	3	5	8	1	1	5	16
"g14758.t1"	1618	1074	1166	1240	1092	1031	1226	854	1284	1131	770	1067
"g1149.t1"	64	131	127	61	20	46	326	320	143	307	52	129
"g13272.t2"	133	197	0	0	0	0	0	0	0	129	282	0
"g13272.t1"	564	626	460	80	251	661	499	217	138	77	0	314
"g22248.t1"	1144	529	1107	880	1000	659	913	885	688	992	641	742
"g16883.t1"	9	6	0	6	0	4	22	10	19	35	0	25
"g16883.t2"	0	0	14	0	0	0	50	12	9	0	0	0
"g1896.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g11085.t1"	74	73	255	0	0	449	47	46	13	21	17	25
"g4765.t1"	98	130	214	128	54	133	534	374	297	540	573	344
"g3972.t1"	0	11	0	0	0	0	0	0	0	0	0	0
"g16649.t1"	31	13	32	14	14	0	130	68	47	61	0	29
"g16649.t2"	196	195	270	133	103	101	1077	503	660	1001	407	564
"g18820.t1"	9	66	396	265	3	169	91	53	58	70	22	57
"g14512.t1"	1247	2826	1344	2280	1698	1114	840	160	136	396	90	232
"g11087.t1"	17	78	76	0	14	77	319	180	132	239	243	408
"g22528.t1"	8	0	8	0	0	0	0	5	0	0	0	0
"g23102.t1"	413	297	403	158	1253	1323	1011	572	114	2028	1686	1655
"g12052.t1"	48	80	104	49	17	50	273	315	341	123	288	174
"g10018.t1"	18	0	0	0	0	0	0	0	1	1	0	0
"g13312.t1"	41	500	6	0	0	0	0	0	0	0	0	0
"g7384.t1"	141	197	393	0	58	337	444	180	93	176	166	186
"g7384.t2"	12	7	37	57	0	33	49	54	32	246	49	351
"g3484.t1"	0	13	0	0	0	5	0	0	0	4	0	0
"g306.t1"	2262	912	871	2473	1163	387	810	840	607	542	211	564
"g13310.t1"	5	0	0	3	0	0	0	0	0	0	0	0
"g2843.t2"	298	205	257	353	404	233	143	154	100	70	373	70
"g12031.t1"	22	104	846	1	11	406	122	50	85	49	122	14
"g6616.t1"	0	16	0	0	0	0	9	0	0	0	0	0
"g3733.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g223.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g2615.t1"	0	7	0	0	0	0	1	3	6	3	0	0
"g4126.t1"	0	14	30	21	0	62	0	7	33	3	0	2
"g21898.t1"	117	88	19	0	6	29	56	15	3	8	1	22
"g12166.t1"	63	11	131	32	0	14	320	22	39	46	0	306
"g9831.t1"	222	158	89	87	65	82	81	78	87	52	55	77
"g3930.t1"	2	0	0	0	0	0	5	0	0	0	0	0
"g18822.t1"	13	22	4	7	2	4	16	10	28	19	0	18
"g7018.t1"	0	0	0	4	0	0	0	0	3	5	0	0
"g22121.t1"	91	704	104	508	885	544	2080	571	568	804	67	614
"g18378.t1"	257	126	134	36	177	178	25	17	15	22	20	31
"g19694.t1"	917	397	659	543	1337	1253	342	196	296	222	198	169
"g19212.t1"	21	16	8	12	67	15	23	10	7	4	41	25
"g22191.t1"	323	615	191	15	0	99	75	48	32	49	0	130
"g12050.t1"	109	207	504	16	19	569	265	32	12	15	0	100
"g14172.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g4348.t1"	1907	3175	1903	1176	1356	1313	264	200	110	205	144	442
"g23295.t1"	255	534	257	10	85	15	295	38	0	18	44	118
"g23295.t2"	31	17	24	114	32	132	247	391	384	381	565	212
"g117.t1"	4	0	0	0	0	3	0	0	0	0	0	0
"g19696.t1"	0	4	0	11	0	2	0	6	3	3	0	0
"g11236.t1"	306	7	24	302	158	33	18	22	17	2	2	0
"g16603.t1"	31	59	38	22	0	9	123	66	35	40	0	13
"g22193.t1"	9	77	0	0	0	19	0	13	0	0	39	0
"g6668.t1"	32	64	106	39	3	55	189	128	82	85	51	105
"g17769.t1"	0	0	0	0	0	0	0	0	16	0	0	0
"g6990.t2"	0	0	0	0	0	0	0	0	0	0	0	0
"g6990.t1"	8	6	6	8	30	5	13	5	4	3	19	153
"g6614.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g15985.t1"	2	10	13	5	0	0	5	8	29	0	0	27
"g11234.t1"	1588	623	807	285	1782	1402	339	210	164	221	58	195
"g14569.t1"	32	2	25	0	5	18	15	0	0	0	0	0
"g2076.t1"	360	262	244	519	174	242	190	144	268	163	260	88
"g15987.t1"	3268	1821	3529	2969	1862	2612	3985	3434	4026	2451	3787	3129
"g23509.t1"	156506	40023	67022	66880	233139	148768	2402	2471	12882	656	4954	6441
"g4124.t3"	438	172	0	526	274	380	565	450	334	421	0	351
"g4325.t1"	288	1298	558	107	42	305	378	399	475	350	253	242
"g4124.t1"	0	0	254	7	0	0	5	0	2	0	297	14
"g8481.t1"	2	0	0	0	0	0	0	0	0	0	0	0
"g21846.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g15796.t1"	229	145	107	87	13	27	486	333	111	178	281	139
"g10942.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g12176.t1"	4	0	0	0	4	0	14	8	9	0	0	6
"g11702.t1"	348	197	253	280	226	303	352	336	422	427	225	381
"g1565.t1"	376	325	302	680	1249	412	253	218	170	127	190	137
"g14307.t1"	343	1966	2530	370	476	2212	584	290	329	596	75	623
"g17205.t1"	138	244	188	12	0	131	41	15	3	5	0	91
"g20342.t1"	111	71	70	66	47	37	162	76	47	99	73	55
"g16232.t1"	5	0	0	0	0	0	0	227	0	4	194	0
"g8483.t2"	88	115	0	2	0	0	1	2	0	0	1	2
"g8483.t1"	1622	1195	1897	2742	2169	2144	3175	2284	1767	2679	3118	2209
"g19420.t1"	7111	7620	7164	5038	2794	4621	10767	8529	7433	6948	7499	8542
"g20979.t1"	83	77	135	122	23	27	192	150	193	192	166	119
"g11700.t1"	11	19	18	5	7	14	7	4	4	10	0	2
"g1567.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g21844.t1"	0	0	13	0	0	3	6	0	4	7	2	0
"g15028.t1"	257	166	253	102	69	123	289	159	197	165	166	204
"g16579.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g23297.t1"	81	152	72	67	20	53	297	196	73	247	57	144
"g16142.t1"	4	15	22	0	0	0	19	0	0	0	0	0
"g16142.t2"	0	0	0	0	0	0	0	0	0	0	0	0
"g56.t1"	30	31	21	71	0	0	39	39	20	24	0	62
"g17969.t1"	67	7	5	13	18	0	0	25	35	17	0	23
"g2362.t1"	28	44	25	16	17	0	0	3	0	3	0	0
"g4141.t1"	78	58	76	60	13	30	240	129	145	178	100	103
"g14526.t1"	0	0	0	0	0	0	0	0	0	0	0	7
"g11640.t1"	0	7	2	0	0	0	4	2	0	0	0	12
"g19246.t1"	16	29	34	0	4	23	117	108	45	78	159	73
"g2099.t1"	139	54	56	15	56	55	145	6	9	49	26	40
"g15783.t1"	5	0	0	0	0	0	0	0	0	0	8	0
"g16619.t1"	0	0	0	0	0	0	0	0	2	0	0	0
"g14170.t2"	19	14	7	6	83	7	19	13	5	3	317	53
"g14170.t1"	0	0	0	0	0	0	0	0	1	0	0	0
"g4638.t4"	0	0	0	0	0	0	4	17	0	2	0	2
"g4638.t2"	12	4	28	0	0	10	21	39	16	24	0	25
"g4638.t3"	0	0	0	0	0	0	0	0	1	0	0	0
"g4638.t1"	15	4	0	0	0	0	3	3	5	2	0	11
"g15105.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g10050.t1"	88	83	90	59	381	83	115	97	42	66	19	69
"g22720.t1"	29	180	704	0	8	960	0	50	82	0	64	43
"g12130.t1"	0	2	0	0	0	0	0	0	0	0	0	0
"g13345.t1"	26	41	53	50	6	0	20	52	33	63	37	32
"g17207.t1"	1866	1325	1807	1852	1663	1390	3794	2660	2037	3498	2483	2695
"g22671.t1"	94	41	114	8	10	63	16	0	0	0	0	13
"g17538.t1"	218	384	330	372	31	161	1018	518	394	510	204	355
"g14798.t1"	584	1422	10937	91	174	15979	37	837	1372	184	931	718
"g21407.t1"	83	241	932	17	35	851	407	259	294	302	198	233
"g17759.t3"	996	2320	1524	1036	1104	3088	1768	665	167	522	1542	478
"g17759.t2"	1376	0	416	587	0	0	0	0	167	0	0	0
"g17759.t1"	2358	0	2507	1215	2475	0	1629	0	811	746	0	612
"g142.t1"	26	72	64	23	7	30	157	88	96	164	117	81
"g10477.t1"	426	285	370	363	256	380	546	393	219	354	199	319
"g7504.t1"	53	73	34	21	23	43	119	46	41	82	69	65
"g13347.t1"	81	53	99	34	59	123	72	45	0	25	0	88
"g13347.t2"	273	1082	832	13	0	616	402	82	214	86	172	363
"g13347.t3"	675	2010	1458	17	0	1842	403	191	0	8	0	361
"g5842.t1"	0	0	0	0	0	0	0	0	0	0	0	8
"g6428.t2"	33	12	6	0	0	0	25	13	9	0	0	18
"g21405.t1"	74	60	71	127	53	47	458	254	138	294	305	303
"g8079.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g1031.t1"	176	118	63	270	423	83	61	28	57	21	8	0
"g18510.t1"	38	28	22	82	31	23	64	82	61	12	63	37
"g12434.t1"	0	0	0	2	15	0	0	0	0	0	0	0
"g3718.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g14702.t1"	2273	2009	2401	2921	2006	1804	4870	3068	3547	3676	2505	2687
"g19545.t1"	2506	1390	2040	4039	2785	1793	17549	10566	9660	10401	5567	7658
"g13026.t1"	5	11	2	0	0	0	2	0	0	0	0	0
"g5185.t1"	129	155	78	293	50	27	295	248	187	210	289	220
"g15125.t1"	49	5	0	0	28	0	173	96	32	75	139	64
"g14727.t1"	64	104	67	15	16	29	253	89	83	219	84	82
"g18512.t1"	573	378	642	921	1078	445	1507	1044	1193	840	1725	624
"g16601.t1"	243	287	205	14	0	184	9	317	385	329	96	251
"g16601.t2"	169	188	271	455	160	241	1160	637	545	660	581	487
"g4789.t1"	38	104	97	2	10	55	107	48	26	36	0	37
"g3038.t1"	34	46	18	32	0	37	155	94	65	140	119	105
"g4860.t1"	13	76	34	9	0	20	55	38	16	8	0	45
"g17022.t1"	144	137	154	161	90	155	223	104	105	199	163	259
"g11933.t3"	2	1	1	1	4	2	0	2	2	1	4	3
"g11933.t2"	12	5	1	3	24	0	17	6	4	5	14	7
"g11933.t1"	6	7	2	1	18	2	2	3	2	1	9	14
"g13987.t1"	0	0	29	0	0	0	73	5	0	0	0	56
"g22825.t1"	22	21	0	0	0	0	285	82	30	17	0	264
"g8841.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g12258.t1"	405	297	242	935	291	240	439	211	194	224	207	286
"g23996.t1"	113	139	214	103	49	124	372	308	231	367	170	229
"g21906.t1"	0	0	0	0	0	0	3	0	2	0	0	0
"g140.t1"	194	395	290	247	97	159	958	540	450	743	399	601
"g701.t1"	1176	2704	1031	118	507	568	601	384	162	953	977	671
"g12645.t1"	436	326	306	322	283	352	498	379	319	312	254	338
"g9705.t1"	123	100	48	108	137	465	178	20	9	37	27	1
"g10475.t1"	39	20	53	0	3	15	134	112	77	91	53	112
"g7506.t1"	71	146	159	66	17	186	596	269	116	386	67	268
"g23144.t1"	9	12	0	5	0	0	0	9	5	0	22	0
"g17950.t1"	6	21	21	14	10	15	82	48	43	116	3	88
"g20068.t1"	0	0	4	0	0	0	3	0	0	0	0	0
"g8350.t1"	20	0	5	0	29	38	0	0	0	0	0	6
"g21614.t2"	43	0	0	4	0	0	95	6	0	0	0	47
"g703.t1"	678	607	506	548	599	454	508	398	406	754	258	470
"g23146.t1"	376	229	357	471	220	226	893	669	767	687	463	531
"g9707.t1"	98	381	159	0	0	232	157	52	23	52	43	75
"g5396.t1"	1031	1451	1089	911	680	605	1526	1126	1245	2003	1278	1490
"g15703.t1"	105	558	224	0	0	100	104	62	25	71	36	114
"g15288.t1"	63	88	243	7	0	39	90	16	2	2	0	82
"g15288.t2"	1	0	1	0	0	3	20	0	0	0	0	0
"g17020.t1"	0	2	7	5	0	5	0	1	3	0	44	19
"g15701.t1"	11	139	11	0	0	17	0	0	8	0	0	0
"g10907.t1"	29	49	33	26	42	15	75	54	40	76	45	46
"g18319.t1"	112	91	87	44	44	79	149	55	52	120	33	71
"g20996.t1"	5	4	0	0	0	0	2	0	4	0	0	3
"g22827.t1"	6	0	0	0	0	0	3	5	9	0	6	0
"g8843.t1"	6146	7858	2090	117	197	1488	859	657	340	323	41	401
"g4131.t1"	720	771	728	487	251	419	1112	660	637	1006	1417	705
"g23979.t1"	0	5	0	14	6	0	25	0	35	0	1	2
"g6740.t1"	288	206	121	267	213	149	306	160	162	209	27	104
"g6127.t1"	0	9	48	0	9	6	115	66	76	118	74	42
"g3758.t1"	9	0	5	0	0	0	0	0	0	0	0	0
"g8995.t1"	90	166	54	15	0	40	45	44	21	14	0	26
"g10905.t1"	331	223	368	310	116	321	919	742	581	764	625	717
"g19968.t1"	0	29	86	0	0	71	0	24	20	7	0	5
"g21689.t1"	90	71	64	141	63	76	149	124	99	110	68	129
"g12518.t1"	22	7	0	14	0	3	0	5	0	0	4	4
"g19881.t1"	0	45	0	3	0	0	0	4	0	0	0	0
"g10052.t1"	298	508	327	307	292	264	179	138	260	202	401	173
"g1199.t1"	0	0	4	0	0	18	0	0	0	0	0	0
"g13476.t1"	1044	670	544	1050	798	896	763	476	615	395	739	507
"g9617.t1"	0	0	6	8	0	0	0	0	0	12	0	0
"g8777.t1"	38	6	15	3	1	24	15	7	8	12	8	32
"g22076.t1"	154	176	265	143	42	94	347	178	202	175	126	190
"g13474.t1"	36	40	53	5	0	0	74	32	20	28	0	48
"g19310.t1"	3171	2453	2120	2225	2049	1936	3971	1928	1305	2663	2516	2453
"g8775.t1"	7	0	14	8	0	0	11	9	0	0	0	5
"g6915.t1"	0	0	21	6	13	12	0	11	0	0	0	0
"g6915.t2"	0	0	50	21	1	0	0	224	0	0	0	0
"g3779.t1"	77	93	43	13	71	158	39	55	22	0	22	77
"g23528.t1"	0	0	0	0	0	0	0	0	0	0	0	2
"g16706.t1"	0	4	0	0	0	0	2	0	0	0	0	0
"g15374.t1"	947	1485	613	313	422	915	70	1	63	33	60	148
"g15374.t2"	10465	5572	10628	12334	8752	3090	42535	30112	32502	28088	26646	28159
"g15374.t3"	2748	960	1192	0	0	2796	561	1012	0	705	0	0
"g14558.t1"	236	152	351	664	189	228	197	195	808	166	513	193
"g23965.t1"	0	10	33	0	0	0	0	9	22	0	0	0
"g2109.t1"	0	3	0	0	0	0	0	0	0	0	0	3
"g14085.t1"	106	117	82	73	21	15	428	298	262	265	445	281
"g11134.t1"	35	27	14	0	0	16	14	13	12	0	0	9
"g6742.t1"	334	386	326	451	295	157	622	391	592	478	287	434
"g4133.t1"	30	63	32	42	0	19	64	46	54	75	36	79
"g12979.t1"	36	94	43	0	11	17	46	10	0	5	0	30
"g4965.t1"	28	65	50	0	6	5	88	63	17	43	112	44
"g19444.t1"	18	0	0	30	0	12	9	0	0	0	0	6
"g5544.t1"	1846	2464	1330	1451	206	731	1703	2441	1842	1569	446	1808
"g5066.t1"	11	50	5	0	0	9	0	4	0	0	0	0
"g9162.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g19327.t1"	80	133	74	52	19	39	242	135	94	249	143	106
"g7709.t1"	415	3146	655	636	259	66	550	420	287	362	314	201
"g22465.t1"	19	62	118	107	61	95	21	9	17	1	0	23
"g19649.t1"	0	0	0	2	0	0	0	0	0	0	0	0
"g13861.t1"	647	482	493	267	421	286	820	438	362	683	441	445
"g3782.t1"	6	6	0	0	0	0	15	0	4	0	0	0
"g21697.t1"	14426	15160	13709	22973	11431	11519	40630	35183	32808	31321	27124	23940
"g15365.t1"	623	362	582	926	498	314	833	672	721	561	469	458
"g9615.t1"	2	6	13	0	0	0	6	0	0	0	0	0
"g13126.t2"	231	451	456	68	85	721	394	424	274	358	362	504
"g13126.t1"	121	75	0	81	29	0	370	252	280	185	301	0
"g219.t1"	17	4	7	8	8	11	31	59	17	11	64	7
"g6425.t1"	121	178	124	96	28	47	173	107	99	240	101	126
"g20355.t1"	8456	8935	6821	8902	6931	9117	6777	4964	5896	6612	13069	6553
"g24169.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g7012.t2"	0	0	5	0	0	7	0	0	0	0	7	0
"g7012.t1"	13	0	31	0	19	28	7	0	0	0	86	0
"g19422.t1"	0	4	0	0	2	0	6	2	11	6	0	8
"g3203.t1"	164	403	127	48	97	112	125	103	65	94	76	57
"g5725.t3"	57	40	65	0	0	0	19	0	0	0	0	8
"g4851.t1"	899	284	328	1563	2881	1024	811	162	480	214	305	513
"g8210.t1"	4771	2900	3359	5736	4357	3294	3269	2584	3821	2354	2028	2096
"g4851.t2"	1386	1022	1083	1426	2548	694	1241	801	541	744	619	795
"g6427.t1"	10	0	0	0	0	0	0	11	9	5	0	0
"g5650.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g6060.t4"	537	1183	978	0	0	1177	0	26	0	0	0	0
"g6060.t3"	0	0	0	0	0	0	173	0	74	171	0	95
"g6060.t2"	0	0	46	38	41	304	151	218	138	87	177	86
"g6060.t1"	66	116	90	0	0	168	0	9	3	8	0	6
"g10407.t1"	9259	4588	1825	5430	3666	2079	1793	1448	716	412	589	849
"g20159.t1"	8	44	90	4	7	109	0	7	27	0	4	3
"g21384.t1"	371	404	600	73	33	153	598	356	256	270	115	506
"g19664.t1"	0	7	0	0	0	0	0	0	0	2	0	0
"g10095.t1"	8805	1534	2358	1061	5754	9311	3681	2410	2086	2287	1391	3082
"g10133.t1"	22	43	61	0	4	12	88	47	29	116	0	65
"g11417.t1"	4	0	7	0	0	0	0	1	3	0	0	0
"g155.t1"	157	412	1378	0	26	7852	81	116	425	8	101	117
"g19666.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g16561.t1"	4	5	0	0	0	0	7	6	1	0	12	48
"g23231.t2"	294	478	337	112	275	121	877	493	324	597	236	458
"g23231.t1"	40	60	141	0	0	157	18	0	0	0	0	12
"g10864.t1"	1477	671	783	772	946	862	1007	655	398	628	405	648
"g10864.t2"	220	616	74	122	246	292	135	50	314	204	0	99
"g23562.t1"	180	256	116	404	247	204	103	79	153	181	193	61
"g11415.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g13863.t1"	11	92	433	0	0	1754	0	40	46	0	0	52
"g17073.t1"	22	40	32	32	3	7	113	64	58	44	70	41
"g21695.t1"	61	294	116	120	56	263	648	442	209	610	360	557
"g15367.t1"	33	143	44	14	24	189	51	70	43	27	30	133
"g15367.t2"	480	828	1016	125	137	1560	968	762	471	511	1473	515
"g7727.t1"	359	738	518	116	111	460	774	294	234	497	423	388
"g10866.t1"	3707	3047	3195	4163	2549	2741	2046	1643	2391	1812	2304	1812
"g19934.t1"	37	58	66	27	22	18	209	112	113	160	91	45
"g6216.t1"	26	37	24	55	47	11	82	17	20	8	15	8
"g20735.t1"	5	113	18	4	3	10	44	30	23	61	36	46
"g17071.t1"	2979	4514	2529	1710	2123	3064	2221	1495	1246	1506	1451	1483
"g16765.t1"	217	767	431	8	5	742	6	30	48	16	6	11
"g23051.t1"	962	665	675	994	2258	612	1362	924	609	1183	602	1097
"g7235.t1"	0	0	12	0	0	0	13	6	8	0	0	3
"g8457.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g8212.t1"	593	1231	718	508	86	554	926	474	586	451	285	548
"g1226.t1"	80	63	26	36	21	22	263	146	110	120	115	114
"g18772.t1"	682	642	531	611	451	307	804	588	617	604	510	449
"g18910.t1"	273	87	181	57	93	122	176	122	187	109	126	94
"g1962.t1"	0	0	0	0	0	0	0	0	0	0	6	0
"g4668.t1"	8	13	0	0	0	0	145	5	0	3	0	16
"g12575.t1"	0	0	1	0	0	0	0	0	0	0	0	0
"g18349.t1"	8	9	8	0	0	0	8	0	0	0	0	0
"g17532.t1"	343	369	192	408	442	352	340	112	111	261	347	136
"g8455.t1"	0	7	0	7	0	0	0	0	0	0	0	4
"g11902.t1"	11	27	21	5	0	15	29	7	0	0	0	30
"g3089.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g2568.t1"	45	109	66	0	0	23	14	16	0	28	0	58
"g1224.t1"	117	245	101	0	0	92	25	32	8	5	0	41
"g21729.t1"	3	0	4	0	0	4	0	0	6	0	14	0
"g157.t1"	274	308	399	352	164	243	1113	987	1022	1115	769	960
"g17961.t1"	5	0	5	0	0	0	6	0	0	0	0	0
"g8707.t1"	94	32	90	127	102	33	382	345	443	265	218	461
"g229.t1"	12	4	14	0	0	11	66	12	16	0	0	115
"g12058.t1"	51	252	13	0	0	30	16	39	3	0	16	8
"g17731.t1"	23	33	53	3	0	78	9	13	0	38	0	10
"g7938.t1"	52	69	53	74	20	33	372	139	237	261	301	229
"g20275.t1"	9	4	9	0	0	0	0	0	0	0	0	0
"g14948.t1"	67	121	106	6	4	42	125	100	21	68	118	74
"g22788.t1"	0	0	0	0	0	0	14	8	4	0	0	17
"g3131.t2"	0	0	0	0	0	0	0	0	0	0	0	0
"g3131.t1"	9	5	10	0	0	0	4	4	0	4	0	0
"g20140.t1"	0	0	0	0	0	0	0	0	2	0	0	0
"g8395.t1"	31	102	64	7	41	111	235	153	126	280	168	238
"g8233.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g4498.t1"	736	1063	570	493	315	442	1210	652	375	772	371	562
"g15107.t1"	7	37	16	0	0	6	13	0	5	0	0	0
"g15331.t1"	5826	2143	2532	572	819	774	1122	169	584	201	1995	590
"g3133.t1"	11	0	0	8	0	0	8	0	0	0	0	12
"g14178.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g20142.t1"	66	60	286	51	42	18	114	65	54	78	0	43
"g8397.t1"	7	7	4	0	0	0	13	0	0	0	0	21
"g1977.t2"	54	83	200	12	43	134	330	100	494	465	754	390
"g1977.t1"	175	374	1422	54	46	1479	2354	1809	1595	394	902	804
"g18933.t1"	18	12	28	0	3	6	29	0	0	14	0	0
"g16001.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g23619.t1"	69	120	114	35	32	53	173	229	142	146	53	114
"g2724.t1"	3	4	2	0	0	1	0	2	0	8	32	0
"g20101.t1"	651	1249	710	258	494	317	725	533	538	680	714	593
"g18351.t1"	1920	1097	1864	3110	1315	1913	4900	3466	3536	3300	4062	2850
"g14827.t1"	3	0	4	9	0	0	11	15	3	10	0	0
"g15599.t1"	30	57	36	40	7	16	80	56	59	34	0	32
"g17530.t1"	56	85	59	5	5	25	9	7	14	8	38	15
"g9752.t1"	2710	1327	1457	1568	2991	1913	1887	1183	1078	1594	1533	1276
"g16220.t1"	0	3	0	0	0	0	0	0	0	0	0	0
"g6753.t1"	0	1	0	0	0	0	0	0	0	0	0	0
"g16231.t1"	3	1	0	1	0	0	0	12	0	0	0	0
"g1371.t1"	22	0	54	7	0	0	70	19	0	0	0	48
"g23075.t1"	5	6	12	8	0	0	28	47	0	7	0	40
"g10118.t1"	58	39	32	17	11	16	122	100	29	136	64	57
"g10405.t1"	24	17	12	8	0	0	14	17	0	0	0	0
"g14708.t1"	0	0	2	0	0	0	0	0	0	0	0	0
"g11299.t1"	3	3	0	0	5	0	0	0	6	3	0	3
"g17729.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g20872.t1"	5022	1552	3122	4022	5854	7085	5934	4034	3877	5434	4061	3577
"g3875.t1"	86	343	0	11	0	0	26	30	0	9	0	12
