geneID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	PSC.0228	PSC.0187	PSC.0188	PSC.0174	PSC.0190	PSC.0231	PSC.0230	PSC.0219	PSC.0177	PSC.0186	PSC.0209	PSC.0203	V2	uniprot_accession_ID	gene	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	GO_ID	biolodical_process	V4
g16982	22.7019889801797	5.44286877933906	1.26892592136529	4.28935108637616	1.79195913983545e-05	0.00987929473280531	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g535	253.638074523758	4.03466486005345	1.027429780051	3.92694949902385	8.60300355975943e-05	0.0261679635864269	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g13468	209.213439373732	5.37796409336257	1.0939427793813	4.9161292480071	8.82721309784331e-07	0.00127829937478923	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g1823	43.6163526479419	4.97595395746843	1.29926854405125	3.82981176620572	0.000128241316982289	0.0341751183089063	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g15793	102.357223222121	3.04769853850776	0.697660543070425	4.36845478618404	1.25128715010039e-05	0.00761214065588655	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g22586	57.0343271129947	4.18791033934127	0.787771724394894	5.3161470634886	1.05987499420303e-07	0.000207759051641442	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g21696	171.257787343337	-1.20261129791549	0.304509278916517	-3.94934204367937	7.83663037594245e-05	0.0242550584372591	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g17719	257.808406307487	2.24648269654317	0.540962725764269	4.1527495140619	3.28504257972843e-05	0.0148601849209151	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g23108	2272.43899651403	-1.84112892675309	0.43936496540468	-4.19043180891155	2.7842408307124e-05	0.0137487420029942	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g23104	1419.44142174146	-1.98646408313956	0.484467569608862	-4.10030352443064	4.12608613406029e-05	0.0177542467261199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
